,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
1621,1621,0.0,0.3,British Airways customer review,2015-01-27,United Kingdom,Dubai to LHR I have never had such uncomfortable seats bar the likes of Easyjet etc. It was a shame as it was an upgraded cabin so had new IFE etc only good thing! No seat padding they also seem to have narrower seats than the old style. But what really bugs me is that we have to use the same loos as the 200+ people behind me nothing personal but it's yucky. I couldn't eat either meal choice so got stitched with an economy meal. Miserable Staff as well.,Premium Economy,BOEING 777-300,2x4x2,,,0.6,1.0,0.6,0.6,,no,british-airways,British Airways,0.4,,,,,,,dubai lhr never uncomfortable seat bar like easyjet etc shame upgraded cabin new ife etc good thing seat padding seem narrower seat old style really bug use loo people behind nothing personal yucky eat either meal choice got stitched economy meal miserable staff well,"{'neg': 0.114, 'neu': 0.669, 'pos': 0.217, 'compound': 0.5742}",0.217,0.669,0.114,0.5742
1622,1622,0.0,0.9,British Airways customer review,2015-01-27,United Kingdom,The economy class seats at rear of B777-300 are very comfortable with good stretch of legs possible and good lumber support. I like the winglet headrest too.,Economy Class,BOEING 777-300,3x4x3,,,1.0,0.8,0.8,0.8,,True,british-airways,British Airways,0.8,,,,,,,economy class seat rear comfortable good stretch leg possible good lumber support like winglet headrest,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.9231}",0.588,0.412,0.0,0.9231
1623,1623,0.0,0.2,British Airways customer review,2015-01-27,United Kingdom,The legroom is equivalent to a cheap charter short haul. The TV screen is ancient and poor quality . never again! Behind me was a tall man with his knees in my back who simply had no where else to put them. When I discussed it with him it was almost an air rage incident. I doubt the staff would have resolved it. He simply did not fit the seat. The flight from LHR to MIA was an hour extra sitting on the ground due to a cargo mess up.,Economy Class,BOEING 747-400,3x4x3,,,0.2,0.4,0.4,0.4,,no,british-airways,British Airways,0.2,,,,,,,legroom equivalent cheap charter short haul tv screen ancient poor quality never behind tall knee back simply else put discussed almost air rage incident doubt staff would resolved simply fit seat flight lhr hour extra sitting ground due cargo mess,"{'neg': 0.23, 'neu': 0.685, 'pos': 0.085, 'compound': -0.8032}",0.085,0.685,0.23,-0.8032
1624,1624,0.0,0.8,British Airways customer review,2015-01-27,Italy,The plane is new and the seat is comfortable even there is not enough legroom and in the configuration 3x3x3 the window seats are really difficult to reach. The entertainment system is great and the way the screens are built makes what you're watching not visible to the other passenger.,Economy Class,BOEING 787,3x3x3,,,0.2,0.6,0.8,0.2,,True,british-airways,British Airways,1.0,,,,,,,plane new seat comfortable even enough legroom configuration window seat really difficult reach entertainment system great way screen built make watching visible passenger,"{'neg': 0.086, 'neu': 0.552, 'pos': 0.363, 'compound': 0.8422}",0.363,0.552,0.086,0.8422
1625,1625,0.0,0.7,British Airways customer review,2015-01-27,United Kingdom,Seats 12A & 12B are the best seats in the cabin then 11J & 11K as they are bulkhead seats and you have the benefit of nobody reclining a seat in front of you both sets of seats give more legroom but 12AB give the most 12A and 11K are infant bassinet positions so these are not usually available to reserve until 24 hours before departure unless you are travelling with an infant. The AB side of the aircraft are served first for everything so you have a better chance of getting the meal of your choice on that side of the aircraft rather than the JK side. All seats are much much better than normal economy and definitely worth paying the extra for the premium ecnomy (world travelller plus as BA call it) especially if you can get seats in the pairs of AB/JK rather than the 4 in the middle. Window seats can be difficult to get out of when the person next to you in the aisle seat is in a reclined position and asleep.,Premium Economy,BOEING 747-400,2x4x2,,,1.0,0.8,0.8,0.6,,True,british-airways,British Airways,0.6,,,,,,,seat best seat cabin bulkhead seat benefit nobody reclining seat front set seat give legroom ab give infant bassinet position usually available reserve hour departure unless travelling infant ab side aircraft served first everything better chance getting meal choice side aircraft rather jk side seat much much better normal economy definitely worth paying extra premium ecnomy world travelller plus call especially get seat pair ab jk rather middle window seat difficult get person next aisle seat reclined position asleep,"{'neg': 0.026, 'neu': 0.727, 'pos': 0.247, 'compound': 0.9578}",0.247,0.727,0.026,0.9578
1626,1626,0.0,0.1,British Airways customer review,2015-01-27,United Kingdom,Flew from LHR to BKK return with British Airways. Do this trip regularly with Thai and I will be going with them on my next trip. I only used BA as they were offering relatively cheap flights on offer but this turned out to be a major faux pas. BA were frankly awful and I wouldn't consider flying with them again.,Economy Class,BOEING 747-400,2x3x2,,,0.2,0.2,0.2,0.2,,no,british-airways,British Airways,0.4,,,,,,,flew lhr bkk return british airway trip regularly thai going next trip used offering relatively cheap flight offer turned major faux frankly awful consider flying,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.4588}",0.0,0.889,0.111,-0.4588
1627,1627,0.0,0.3,British Airways customer review,2014-11-19,United Kingdom,31C very cramped the seats feel smaller than other aircraft in the fleet in Economy. Once I had put my books and newspaper in the pocket in the seat in front my knees were right up against it. The table is very small. The biggest gripe I would have is legroom this is severely hampered by the In Flight entertainment box being placed under the seat in front.,Economy Class,BOEING 787,3x3x3,,,0.2,0.6,0.4,1.0,,no,british-airways,British Airways,0.4,,,,,,,cramped seat feel smaller aircraft fleet economy put book newspaper pocket seat front knee right table small biggest gripe would legroom severely hampered flight entertainment box placed seat front,"{'neg': 0.091, 'neu': 0.823, 'pos': 0.085, 'compound': -0.0516}",0.085,0.823,0.091,-0.0516
1628,1628,0.0,0.1,British Airways customer review,2014-11-19,United Kingdom,As I am now retired I fly long haul at least three trips a year. I also upgrade to premium economy as at 6foot 2 inches the seat pitch of 31 inches is crippling. On 1/10/2014 I flew BA 274 from Las Vegas to LHR BA premium economy the aircraft was old and tired and although the pitch was adequate I was budged up beside my next door passenger. Needless to say I will not be flying BA again as I object to paying thousands for business. Why do the various Far East Airlines give so much more for your money.,Premium Economy,BOEING 747-400,2x4x2,,,0.2,0.2,0.2,0.4,,no,british-airways,British Airways,0.4,,,,,,,retired fly long haul least three trip year upgrade premium economy foot inch seat pitch inch crippling flew vega lhr premium economy aircraft old tired although pitch adequate budged beside next passenger needle say flying object paying thousand business various far east airline give much money,"{'neg': 0.059, 'neu': 0.902, 'pos': 0.039, 'compound': -0.25}",0.039,0.902,0.059,-0.25
1629,1629,0.0,0.1,British Airways customer review,2014-10-27,United Kingdom,This had to be the most uncomfortable flight in the world we flew American airlines LHR-MIA 777-300er and the seats were comfy and the flight entertainment worked. On the way back we flew BA from MIA-LHR and it was really bad I do not recommend sitting in row 33-36 as the leg room is reduced and the seats are uncomfortable I had a headphone set that didn't work and a box under the seat in front of me so I didn't have any leg room for my left foot now me being 6ft something and as a 15 year old teenager who likes a bit of leg room found it difficult to find some. I had flown from PLS-MIA before that flight to LHR but couldn't get any sleep because of the most uncomfortable chairs. I am willing to give BA another go but I might go premium economy or even club world. Not a good flight at all do not sit in seat 35G!,Economy Class,BOEING 747-400,3x4x3,,,0.4,0.8,0.2,0.4,,no,british-airways,British Airways,0.2,,,,,,,uncomfortable flight world flew american airline lhr seat comfy flight entertainment worked way back flew lhr really bad recommend sitting row leg room reduced seat uncomfortable headphone set work box seat front leg room left foot ft something year old teenager like bit leg room found difficult find flown pls flight lhr get sleep uncomfortable chair willing give another go might go premium economy even club world good flight seat,"{'neg': 0.163, 'neu': 0.695, 'pos': 0.142, 'compound': -0.4243}",0.142,0.695,0.163,-0.4243
1630,1630,0.0,0.4,British Airways customer review,2014-10-27,United Kingdom,I am a seasoned business traveller and on long haul flights I tend to use Premium economy if available. Usually the extra cost is about £500 and I try to use points and money to further upgrade but that is usually a lottery and not often successful. I followed a similar procedure with a BA flight form LHR to JNB on an A380 and was in premium economy on the upper deck at the front bulkhead so leg room was not a problem but the seat itself was very disappointing compared to other BA flights I have been on in essence it was a an economy seat with more leg room and a worse than useless leg rest which did not come up far enough to support your legs comfortably. In addition BA are missing a trick as these 7 bulkhead seats could have a small food rest attached to the bulkhead so you could stretch your legs out completely. A further premium could be charged I am sure not dissimilar to the practise of many airlines. In future on this route I will save my money and fly economy as I did not see a £500 premium in the seat £300 tops. (I have just had a look at the BA web site and the same return flights as mine for next week has an £1800 premium utter madness),Premium Economy,AIRBUS A380,3x3x3,,,0.6,0.4,0.4,0.6,,no,british-airways,British Airways,0.8,,,,,,,seasoned business traveller long haul flight tend use premium economy available usually extra cost try use point money upgrade usually lottery often successful followed similar procedure flight form lhr jnb premium economy upper deck front bulkhead leg room problem seat disappointing compared flight essence economy seat leg room worse useless leg rest far enough support leg comfortably addition missing trick bulkhead seat could small food rest attached bulkhead could stretch leg completely premium could charged sure dissimilar practise many airline future route save money fly economy see premium seat top look web site return flight next week premium utter madness,"{'neg': 0.164, 'neu': 0.701, 'pos': 0.135, 'compound': -0.3744}",0.135,0.701,0.164,-0.3744
1631,1631,0.0,0.1,British Airways customer review,2014-10-27,United States,We had a miserable experience flying directly from Phoenix to Heathrow and back. The seating was much more cramped than in the past with little leg room nowhere to rest elbows and inevitable physical contact with the person next to you. When the passenger in front of you reclines the seat you're even more cramped. There need to be some limits/rules about it. It's flight rage waiting to happen.,Economy Class,BOEING 747-400,3x4x3,,,0.2,0.2,0.2,0.4,,no,british-airways,British Airways,0.8,,,,,,,miserable experience flying directly phoenix heathrow back seating much cramped past little leg room nowhere rest elbow inevitable physical contact person next passenger front reclines seat even cramped need limit rule flight rage waiting happen,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.7783}",0.0,0.829,0.171,-0.7783
1632,1632,0.0,0.1,British Airways customer review,2014-10-27,United Kingdom,You can't get out of the seat into the aisle as the arm-rest doesn't move so you have to haul yourself out. the length of the seat is terrible I am short but it finished half way along the thigh. If the seat in front is reclined you have your screen literally touching your face the toilets are no better than a charter flight airline the staff are only interested in the business/higher classes. Overall a very bad experience.,Economy Class,BOEING 747-400,3x4x3,,,0.2,0.2,0.2,0.2,,no,british-airways,British Airways,0.4,,,,,,,get seat aisle arm rest move haul length seat terrible short finished half way along thigh seat front reclined screen literally touching toilet better charter flight airline staff interested business higher class overall bad experience,"{'neg': 0.153, 'neu': 0.718, 'pos': 0.13, 'compound': -0.25}",0.13,0.718,0.153,-0.25
1633,1633,0.0,0.8,British Airways customer review,2014-10-27,United States,You're paying for leg room. That's the only benefit. A tremendous benefit yes but it's still an airplane getting you from A to B long-haul. Presumably had same food as Club World (this was a three- class airplane) no preflight bubbly. Outbound flight overnight -- seemed like an airborne campground with litter everywhere. Homebound in daylight much neater. Pricey. Can't see me sitting in economy for ten hours over eleven hours back. Wedged in. Leg room is worth it.,Premium Economy,BOEING 777,2x4x2,,,1.0,0.8,0.8,0.8,,True,british-airways,British Airways,0.4,,,,,,,paying leg room benefit tremendous benefit yes still airplane getting long haul presumably food club world three class airplane preflight bubbly outbound flight overnight seemed like airborne campground litter everywhere homebound daylight much neater pricey see sitting economy ten hour eleven hour back wedged leg room worth,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9201}",0.269,0.731,0.0,0.9201
1634,1634,0.0,0.1,British Airways customer review,2014-10-27,United Kingdom,More like nightmare than Dreamliner! Appalling leg room suitable for amputees only! Wider seat offered for $300 one way! Service and food good except for cake in cellophane for breakfast.,Economy Class,BOEING 787,3x3x3,,,0.2,0.6,0.4,0.2,,no,british-airways,British Airways,0.6,,,,,,,like nightmare dreamliner appalling leg room suitable amputee wider seat offered way service food good except cake cellophane breakfast,"{'neg': 0.105, 'neu': 0.669, 'pos': 0.226, 'compound': 0.4404}",0.226,0.669,0.105,0.4404
1635,1635,0.0,0.3,British Airways customer review,2014-10-27,Trinidad & Tobago,The seats were not very comfortable and you can feel the movement of the person sat behind you each time they retrieve/search for something in the seat pocket. The video screen were also very small and the resolution was low.,Economy Class,BOEING 777-200,3x4x3,,,0.6,0.8,0.8,0.6,,no,british-airways,British Airways,0.2,,,,,,,seat comfortable feel movement person sat behind time retrieve search something seat pocket video screen small resolution low,"{'neg': 0.098, 'neu': 0.748, 'pos': 0.154, 'compound': 0.296}",0.154,0.748,0.098,0.296
1636,1636,0.0,0.9,British Airways customer review,2014-10-27,United Kingdom,Gatwick to Tampa in premium economy a plane which had new premium economy. The seats were comfortable good leg room (I'm 6ft) and good recline. Cabin crew were great and friendly.,Premium Economy,BOEING 777-200,2x4x2,,,1.0,0.8,1.0,0.8,,True,british-airways,British Airways,1.0,,,,,,,gatwick tampa premium economy plane new premium economy seat comfortable good leg room ft good recline cabin crew great friendly,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9468}",0.522,0.478,0.0,0.9468
1637,1637,0.0,0.4,British Airways customer review,2014-10-27,United Kingdom,SFO-LHR in 28J in the old iteration of World Traveller Plus. These seats are really uncompetitive when compared to the new WTP seats on BA's A380s and some 777s and Virgin Atlantic's Premium Economy seats. While I was happy with legroom and access to aisles the seats are hard cramped and rather uncomfortable. BA have no plans to upgrade this cabin as they slowly retire their large 747 fleet. This is a pity because I will actively avoid routes this seat this seat is featured on giving my business to Virgin Cathay or EVA's superior Premium Economy products or alternative BA flights on newer aircraft with the new seats when available.,Economy Class,BOEING 747-400,2x4x2,,,1.0,0.4,0.4,1.0,,no,british-airways,British Airways,0.6,,,,,,,sfo lhr old iteration world traveller plus seat really uncompetitive compared new wtp seat virgin atlantic premium economy seat happy legroom access aisle seat hard cramped rather uncomfortable plan upgrade cabin slowly retire large fleet pity actively avoid route seat seat featured giving business virgin cathay eva superior premium economy product alternative flight newer aircraft new seat available,"{'neg': 0.119, 'neu': 0.711, 'pos': 0.169, 'compound': 0.6705}",0.169,0.711,0.119,0.6705
1638,1638,0.0,0.7,British Airways customer review,2014-10-27,United States,"We were in WT+ seats 23 A and B from LHR to SEA. On this 777-300 we had the ""new"" World Traveler Plus seats. The seats are a step up from the shabby WT+ seats on the 747-400 we had on our outbound flight. The seats were ""slimline"" with very little seat padding and poor lumbar support. Probably the best feature of the new WT+ seat is the larger AVOD monitor built into the back of the seat in front. The new AVOD system is far superior especially the moving map function. There is a foot rest that drops down from the seat in front; it's nice but doesn't add much to the experience. Lavs (just two of them one on each aisle) are located just aft of the WT+ cabin and are shared with the main WT cabin; otherwise you have to hike back to the very rear to make use of the lavs there. Like other BA long-haul aircraft the 777-300 does not have passenger air vents above the seats in WT or WT+. Because the cabin temperature is kept at near-sauna levels the lack of vents can make the trip very very uncomfortable. Perhaps the biggest shortcoming is that leg-room is restricted by two metal equipment boxes under the seats in front. The boxes restricted the ability to stretch legs and effectively prevented storing any carry-ons under the seat in front. While the new WT+ has its short-comings it is still far superior to anything offered by US carriers as a premium economy product. For us the positives were worth the cost belong regular WT and in any event the cost of WT+ was far less than what we would have paid for Club World.",Premium Economy,BOEING 777-300ER,2x4x2,,,0.6,0.8,0.6,0.8,,True,british-airways,British Airways,1.0,,,,,,,wt seat lhr new world traveler plus seat seat step shabby wt seat outbound flight seat slimline little seat padding poor lumbar support probably best feature new wt seat larger avod monitor built back seat front new avod system far superior especially moving map function foot rest drop seat front nice add much experience lav two aisle located aft wt cabin shared main wt cabin otherwise hike back rear make use lav like long haul aircraft passenger air vent seat wt wt cabin temperature kept near sauna level lack vent make trip uncomfortable perhaps biggest shortcoming leg room restricted two metal equipment box seat front box restricted ability stretch leg effectively prevented storing carry seat front new wt short coming still far superior anything offered u carrier premium economy product u positive worth cost belong regular wt event cost wt far le would paid club world,"{'neg': 0.086, 'neu': 0.722, 'pos': 0.191, 'compound': 0.9543}",0.191,0.722,0.086,0.9543
1639,1639,0.0,0.6,British Airways customer review,2014-10-27,United States,"We flew SEA-LHR on an aging 747-400 in World Traveler Plus seats 29 J and K near the 3R door. BA boards WT+ dead last. The seats were the old WT+ and showed their age in all respects (worn dirty etc); the AVOD monitor for seat 29J was so badly scratched and smeared that it was difficult to watch anything. The cabin was unbearably warm; be aware that BA's long-haul fleet evidently do not have seat air vents - so no way to keep cool. Seat 29K has no seat in front of it which makes leg room excellent and also allows for easy access to and from the seat to the aisle and area around the exit door. Seat width is poor and the seat has function buttons (and AVOD controls) on the inside of the arm rest making access and use very difficult. While it's true that the cost of WT+ is far less than the cost of Club World there is a big difference in seat comfort and the ability to get any real rest/sleep. On the other hand WT+ is far superior to what US airlines offer as their premium economy product (e.g. Delta ""economy comfort"" on its 767-300 on the same SEA to LHR route).",Premium Economy,BOEING 747-400,2x4x2,,,0.8,0.8,0.6,1.0,,True,british-airways,British Airways,0.4,,,,,,,flew lhr aging world traveler plus seat near board wt dead last seat old wt showed age respect worn dirty etc avod monitor seat badly scratched smeared difficult watch anything cabin unbearably warm aware long haul fleet evidently seat air vent way keep cool seat seat front make leg room excellent allows easy access seat aisle area around exit seat width poor seat function button avod control inside arm rest making access use difficult true cost wt far le cost club world big difference seat comfort ability get real rest sleep hand wt far superior u airline offer premium economy product delta economy comfort lhr route,"{'neg': 0.149, 'neu': 0.629, 'pos': 0.222, 'compound': 0.8442}",0.222,0.629,0.149,0.8442
1640,1640,0.0,0.9,British Airways customer review,2014-08-02,United Kingdom,World traveller plus on a long haul flight to Abu Dhabi from UK and it was fantastic. The level of service from staff was excellent the seats were comfy with lots of leg room and width.,Premium Economy,BOEING 777,2x4x2,,,1.0,1.0,1.0,0.8,,True,british-airways,British Airways,0.8,,,,,,,world traveller plus long haul flight abu dhabi uk fantastic level service staff excellent seat comfy lot leg room width,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.8074}",0.289,0.711,0.0,0.8074
1641,1641,0.0,0.3,British Airways customer review,2014-08-02,United Kingdom,9 hour flight from Houston to Heathrow. Very uncomfortable. When seat in front is suddenly reclined you can get scalded if you have a hot drink on your table. Seats terribly narrow and obstructions in the way of your feet as well. Entertainment system is poor. All the music is American and the film choice is terrible. Difficult to get in and out of seat if not in an aisle seat. Will not be doing this length of journey again unless I can get a reasonably priced upgrade.,Economy Class,BOEING 777,3x3x3,,,0.4,0.2,0.2,0.2,,no,british-airways,British Airways,0.2,,,,,,,hour flight houston heathrow uncomfortable seat front suddenly reclined get scalded hot drink table seat terribly narrow obstruction way foot well entertainment system poor music american film choice terrible difficult get seat aisle seat length journey unless get reasonably priced upgrade,"{'neg': 0.277, 'neu': 0.632, 'pos': 0.091, 'compound': -0.875}",0.091,0.632,0.277,-0.875
1642,1642,0.0,0.6,British Airways customer review,2014-07-25,South Africa,This was my first experience in World Traveler Plus. I have traveled coach and business previously. It is an improvement on coach in terms of legroom and seat comfort the cabin service is more personal and although the food and drink is the same it is served with cloth serviettes and steel cutlery. (How do they get steel knives through security?) The main benefit though is that there were lots of empty seats while coach on this flight from CPT to LHR was full. The biggest let-down is the tiny low-res TV screen. One factor in favour of coach is that the hand-rests fold back so that if you're lucky enough to be the sole passenger in a row of 3 or 4 you can lie across the seats and enjoy a business class standard lie-flat bed. The World Traveler plus armrests are fixed.,Premium Economy,BOEING 747-400,2x4x2,,,0.8,0.6,0.2,1.0,,True,british-airways,British Airways,1.0,,,,,,,first experience world traveler plus traveled coach business previously improvement coach term legroom seat comfort cabin service personal although food drink served cloth serviette steel cutlery get steel knife security main benefit though lot empty seat coach flight cpt lhr full biggest let tiny low tv screen factor favour coach hand rest fold back lucky enough sole passenger row lie across seat enjoy business class standard lie flat bed world traveler plus armrest fixed,"{'neg': 0.043, 'neu': 0.704, 'pos': 0.253, 'compound': 0.959}",0.253,0.704,0.043,0.959
1643,1643,0.0,0.4,British Airways customer review,2014-07-25,United States,I flew over on the 740pm flight from PHX. The seats were very uncomfortable. The headrest was a bit odd and it didn't allow for a consort able sleep. My video screen volume was not right with only one speaker functioning and the volume was very low. It was also difficult to get the crews attention. I was a Very loyal fan go US AIR (y93k248) and am a silver member but thought I would give BA a try because of the non stop option from PHX to Heathrow. I probably will change back to USAIR.,Economy Class,BOEING 747-400,2x4x2,,,0.6,0.6,0.6,0.4,,no,british-airways,British Airways,0.4,,,,,,,flew pm flight phx seat uncomfortable headrest bit odd allow consort able sleep video screen volume right speaker functioning volume low difficult get crew attention loyal fan go u air silver member thought would give try stop option phx heathrow probably change back usair,"{'neg': 0.217, 'neu': 0.648, 'pos': 0.135, 'compound': -0.5267}",0.135,0.648,0.217,-0.5267
1644,1644,0.0,0.5,British Airways customer review,2014-03-11,United Kingdom,Do not waste money upgrading from economy. I paid 2 x GBP300. The cabin is poorly thought out we were left begging for water as you are competing with 200+ Economy passengers for service toilets and snacks. The cabin was shabby seats in disrepair and video screens faulty - just as tired and knackered as the cabin crew who treated the Premium Economy passengers as an after thought. Example - the passageway going aft to the toilets was blocked by crew dealing with a sick economy passenger one cabin crew let PE passengers go forward into the Business class cabin for the toilet another actually shouted at PE passengers for doing the same. On the way back they ran out of meals and gave us the same meal as economy. Absolute waste of money - never felt so looked down upon by cabin crew.,Premium Economy,BOEING 777,2x4x2,,,0.8,0.4,0.6,0.4,,no,british-airways,British Airways,0.2,,,,,,,waste money upgrading economy paid gbp cabin poorly thought left begging water competing economy passenger service toilet snack cabin shabby seat disrepair video screen faulty tired knackered cabin crew treated premium economy passenger thought example passageway going aft toilet blocked crew dealing sick economy passenger cabin crew let passenger go forward business class cabin toilet another actually shouted passenger way back ran meal gave u meal economy absolute waste money never felt looked upon cabin crew,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.9349}",0.0,0.81,0.19,-0.9349
1645,1645,0.0,0.1,British Airways customer review,2014-03-11,United Kingdom,Nightmare overnight Jo'Burg to Heathrow. No room for elbows with next passenger. Passenger in front put seat back and complained that my husband knees were in his back! husband spent night walking plane as front passenger would not move his seat . Need to reduce amount of seat recline!,Economy Class,BOEING 747-400,3x4x3,,,0.4,0.8,0.2,0.2,,no,british-airways,British Airways,1.0,,,,,,,nightmare overnight burg heathrow room elbow next passenger passenger front put seat back complained husband knee back husband spent night walking plane front passenger would move seat need reduce amount seat recline,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4019}",0.0,0.92,0.08,-0.4019
1646,1646,0.0,0.4,British Airways customer review,2014-03-03,Austria,All other seats apart from the last row (27) are fine in Euro Traveller class. I do not recommend row 27 at all. I will be cautious next time and select a row further forward. Not comfortable.,Economy Class,AIRBUS A320,3x3,,,0.4,0.2,0.4,0.8,,no,british-airways,British Airways,0.6,,,,,,,seat apart last row fine euro traveller class recommend row cautious next time select row forward comfortable,"{'neg': 0.064, 'neu': 0.591, 'pos': 0.345, 'compound': 0.7351}",0.345,0.591,0.064,0.7351
1647,1647,0.0,0.8,British Airways customer review,2014-03-03,United States,I injured my knee while in London so I decided to pay the extra £125 to upgrade from Economy to Premium Economy and it was so worth it. I will definitely upgrade from now on if the price is reasonable. I was fortunate to have the aisle seat on the 4 seat center row and the seat beside me was empty! There was so much more leg room that I was comfortably able to stretch me bad knee out. The seat felt a bit wider too. I believe the food was the same that's served in Economy which on BA is pretty tasty. The only difference was that they came around with a basket of warm rolls tastier than the freezing cold ones you usually get. At the beginning of the flight they gave out warm damp hand towels very refreshing. Only problem was the couple in front of me reclined their seats all the way back the minute that they sat down. The person's head was basically in my lap. Unbelievable rude. I had to ask the flight attendant to request that they raise their seat during meal service or I wouldn't have been able to eat. I wish the airlines wouldn't have seats that recline into the lap of the passenger behind them a little recline is okay but too far just doesn't work.,Premium Economy,BOEING 767,2x4x2,,,1.0,0.6,1.0,1.0,,True,british-airways,British Airways,1.0,,,,,,,injured knee london decided pay extra upgrade economy premium economy worth definitely upgrade price reasonable fortunate aisle seat seat center row seat beside empty much leg room comfortably able stretch bad knee seat felt bit wider believe food served economy pretty tasty difference came around basket warm roll tastier freezing cold one usually get beginning flight gave warm damp hand towel refreshing problem couple front reclined seat way back minute sat person head basically unbelievable rude ask flight attendant request raise seat meal service able eat wish airline seat recline passenger behind little recline okay far work,"{'neg': 0.135, 'neu': 0.647, 'pos': 0.218, 'compound': 0.8451}",0.218,0.647,0.135,0.8451
1648,1648,0.0,0.8,British Airways customer review,2014-01-24,United Kingdom,The seats that I had on the outward and return journey from London Heathrow to the Gulf were comfortable with good head support and good back support when the cushion was used. The audio/visual screen was OK and I found it easy to get some sleep. Big problem - the leg room is no better than a budget airline so when the person in front reclines their seat it is very tight and difficult to eat this was really annoying. at least budget airline seats don't recline.,Economy Class,BOEING 777,3x3x3,,,0.4,0.4,1.0,0.8,,True,british-airways,British Airways,1.0,,,,,,,seat outward return journey london heathrow gulf comfortable good head support good back support cushion used audio visual screen ok found easy get sleep big problem leg room better budget airline person front reclines seat tight difficult eat really annoying least budget airline seat recline,"{'neg': 0.127, 'neu': 0.526, 'pos': 0.348, 'compound': 0.9233}",0.348,0.526,0.127,0.9233
1649,1649,0.0,0.2,British Airways customer review,2014-01-17,United Kingdom,First time flying to and from Hong Kong In this aircraft and first time choosing World Traveller plus for some comfort. What a mistake on both counts. Seats shabby narrow hard and generally very uncomfortable. Not enough toilets to serve economy and economy plus on a 13 hour flight. Above seat lockers dropping open on take off lap tray falling apart. Absolutely the worst plane and long haul journey I have experienced. Do not waste money on World Traveller plus and preferably never choose a British Airways B777 for long haul travel.,Premium Economy,BOEING 777-200,2x4x2,,,0.8,0.8,0.4,0.4,,no,british-airways,British Airways,0.6,,,,,,,first time flying hong kong aircraft first time choosing world traveller plus comfort mistake count seat shabby narrow hard generally uncomfortable enough toilet serve economy economy plus hour flight seat locker dropping open tray falling apart absolutely worst plane long haul journey experienced waste money world traveller plus preferably never choose british airway long haul travel,"{'neg': 0.228, 'neu': 0.735, 'pos': 0.037, 'compound': -0.8932}",0.037,0.735,0.228,-0.8932
1650,1650,0.0,0.2,British Airways customer review,2014-01-17,United Kingdom,Traveled Heathrow to Orlando Premium Economy and it was very poor. Seat dirty Seat recline didn't work Food poor drink offered with food and then nothing for 6 hours. Exactly same on return.,Premium Economy,BOEING 777,2x4x2,,,0.4,0.2,0.2,0.6,,no,british-airways,British Airways,0.2,,,,,,,traveled heathrow orlando premium economy poor seat dirty seat recline work food poor drink offered food nothing hour exactly return,"{'neg': 0.349, 'neu': 0.651, 'pos': 0.0, 'compound': -0.8442}",0.0,0.651,0.349,-0.8442
1651,1651,0.0,0.3,British Airways customer review,2014-01-13,Thailand,London to Bangkok. I was allocated a middle seat and could not change it when I checked in very early. The seat is a little wider and there is a little more legroom than in economy class but for an over night flight not really much more comfortable. The man in the aisle seat next to me put on his eye shields and the blanket over his head as soon as the plane took off. he ate no meals. It was with the greatest difficulty that I was able to get out of the seat to reach the aisle particularly when the seat in front was reclined in fact almost impossible. The TV screen is very small and in my case fell out of it's housing and despite efforts by the crew to hold it in place with sticky tape they were not successful. The food was good and better than ordinary economy. But I did not consider the extra money for the premium class seat well spent for a single traveller. It would be better for a party of two who could choose the seats at the side.,Premium Economy,BOEING 747-400,2x4x2,,,0.6,0.4,0.6,0.2,,no,british-airways,British Airways,0.2,,,,,,,london bangkok allocated middle seat could change checked early seat little wider little legroom economy class night flight really much comfortable aisle seat next put eye shield blanket head soon plane took ate meal greatest difficulty able get seat reach aisle particularly seat front reclined fact almost impossible tv screen small case fell housing despite effort crew hold place sticky tape successful food good better ordinary economy consider extra money premium class seat well spent single traveller would better party two could choose seat side,"{'neg': 0.023, 'neu': 0.724, 'pos': 0.253, 'compound': 0.9712}",0.253,0.724,0.023,0.9712
