author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy
0.0,0.5,"""I paid additional fees""",2019-01-02,United Kingdom,"I booked for my wife and myself to fly to Grand Cayman with BA in November 2018. The schedule was Manchester to Heathrow then Heathrow to Grand Cayman and return flights 14 days later so 8 seats in total. At the time of booking I checked emergency exit seats were available on all flights and all seats at emergency exits were available. I am 6’2” and anyone 6’ or over will know the discomfort experienced in a normal pitch seat. BA had prices on all seats so you could reserve the seat you wanted, the seats at the emergency exits where you could see there was more space for your legs were 3 times the price of a normal seat. I paid additional fees for 8 seats at emergency exits. I receive emails from BA in July 2018 to say they had changed my seating allocation but I presumed they had just moved us to another exit seat on a like for like basis. If not I was expecting a refund, the refund never came, so I remained confident we were still seated in a like for like basis. Out of 8 emergency exits seats I paid for, we were only seated in 3. Upon my return I requested a refund from BA for 5 seats I’d paid for at a premium rate, below is their response. Thanks for getting in touch with us about your flight from Manchester on 22 November. You’re clearly disappointed with your seat because it didn’t have as much leg room as you’d expected. I completely understand why you’re feeling let down. I realise you feel you didn't get the seats you'd paid for. The maps you can see on ba.com are representative of the seats on board our flights. We can’t guarantee your seat will be exactly as shown on our website, as the configuration can vary depending on the aircraft you’re travelling on. I’m afraid we can’t promise you’ll be able to sit in a particular seat on our aircraft and we do advise this in our General Conditions of Carriage, which you accept when you make your booking. This means I’m unable to offer you a refund on this occasion. I know this isn’t the answer you were hoping for and I’m sorry. I can see why you’re frustrated we didn’t meet your expectations and we’re grateful you've taken the time to let us know how you’re feeling. Thanks again for giving us the opportunity to respond to your concerns. We appreciate your support as a Blue member of our Executive Club. I hope we can welcome you on board again soon. Please feel free to contact me directly using the blue link below if I can help you with anything else. I emailed them back stating I’d paid a premium for extra leg room seats by emergency exits and I expected a refund and this was their reply. I'd like to inform you that we do inform passengers that the seat map is for guidance only and not true to scale. Extra space between rows does not indicate extra legroom. However, any exit row seat may have extra leg room, but we don't sell these seats as extra leg room seats on ba.com. The leg room may vary as per the aircraft seating configuration. I do appreciate your reasons for asking, I'm afraid we cannot refund you the prepaid seating charge. So basically, BA believe if they do not sell seats as extra legroom seats, they can charge you a premium for them, then move you to a seat you’d pay less for and not refund you the difference. The scale argument does not stand up to scrutiny as the seat pitch at emergency exits are more than standard pitch.",Economy Class,Boeing 777,3x3x3,December 2018,Couple Leisure,0.2,0.8,0.8,0.8,0.8,no,british-airways,British Airways,0.4,,,,,,
0.0,0.1,"""disappointed for the choice""",2018-12-24,United Kingdom,"This is my first time flying with BA to Kuala Lumpur on the Boeing 787. Was very excited for this trip as BA has made a come back to fly to Malaysia after stopping the service for many years. I paid to seat at the first row to have a longer leg room. I regretted and disappointed for the choice. I made a complain to the crew that my seat (30B) has sunk and I felt uncomfortable to be sitting on this seat. Crew offered me an extra pillow to seat on it, which didn't help either. The tv screen on 30B was also not working. I would recommend to totally avoid sitting on all row 30 as the seats are so close to the lavatories that you can hear toilets at all time.  Crews were friendly and helpful. No fault with that.",Economy Class,Boeing 787,3x3x3,December 2018,Solo Leisure,0.6,0.6,0.4,0.6,0.6,no,british-airways,British Airways,0.2,0.6,,,,,
0.0,0.1,"""smallest and most uncomfortable""",2018-12-03,United Kingdom,I am a frequent flier. I have been Gold with British Airways for years. The seats on the new planes on European flights are the smallest and most uncomfortable I have ever travelled on. I heard they were going to add more rows but as I sat I couldn't believe how little leg rooms the rows have been reduced to. I could barely sit and fit.  The worst thing is that this plane only has 1 exit row with extra leg room for a total of 6 seats for the whole plane.  in Europe.,Economy Class,A319,3x3,December 2018,Business,0.2,0.2,0.2,0.4,0.2,no,british-airways,British Airways,,0.2,,,,,
0.0,0.4,"""we expected a lot better""",2018-10-12,United Kingdom,"I'd read up on BA premium economy on the BA website and it seemed rather good, sadly this is where things started to go wrong. Flying on a clearly aging 747 from Heathrow to Miami didn't start things off too well, the seat was very narrow for premium economy, noticeably narrower than Virgin, legroom was fine though. We were greeted with a glass of champagne which was a nice touch, oddly on the return Orlando to Gatwick run we had a choice of orange juice or water, disappointing to say the least. As far as perks go that was it. Food ran out so we ended up with economy food, nice but not fantastic. The back seat TV was old fashioned, small in size compared to other airlines and had a very limited choice, all in all both flights were very disappointing. One other thing we found odd was no toilet in the premium economy area of the 777 from Orlando to Gatwick, we had to use economy class toilets some twenty rows behind us. For the money we paid we expected a lot better.",Premium Economy,Boeing 747-400,2x4x2,October 2018,Couple Leisure,0.8,0.6,0.4,0.6,0.6,no,british-airways,British Airways,0.2,,,,,,
0.0,0.5,"""seat itself was quite comfortable""",2018-09-17,United Kingdom,"I travelled from Houston to London Heathrow in premium economy. The seat itself was quite comfortable, with a good seat pitch and a decent recline (we were in the back row so didn't need to worry about ruining someone else's journey by reclining into their faces). The seats had seen better days, and the whole cabin looked quite old and tatty. The screens on the back of the seats in front were tiny and quite difficult to see. In my case it was not functioning correctly anyway, but I'd brought my own entertainment so not really a problem. There was the - now usual - problem of people bringing up to five bags onboard, some of which were large suitcases, so very little room in the overhead lockers for those who'd only brought on one bag. Since our bags fitted under the seat in front this was not an issue. The biggest problem was the meal service. There were theoretically two meal options but since we were at the back of the cabin we were left with the option nobody else wanted: they called it ""spinach and ricotta ravioli"", but it was an inedible slab of dried up pasta and dried up tomato ketchup. On the plus side for us, the first choice, ""Fillet of beef with broccolini"", was also barely edible. In my experience economy gets much better meals than premium economy on most airlines. If travelling premium economy on British Airways, where one of the options is inedible slops, those at the back of the cabin will effectively get no meal because the travellers at the front get first choice. If you're travelling from London you can choose your meal beforehand, which is useful. If you're travelling to London at the back of the cabin bring your own meal with you or you may end up going hungry.",Premium Economy,Boeing 777-200,2x4x2,September 2018,Couple Leisure,0.8,0.4,0.8,0.8,0.2,no,british-airways,British Airways,0.2,0.2,,,,,
1.0,0.5,"""screens were nice sized""",2018-06-09,United Kingdom,"I flew on British Airways from Gatwick to Barbados return last week. There was two different seats I flew on (Old and new) I didn't really like the old one but loved the new one. On the old seat, the screens were only the size of my hand and there was no power outlets - On the new seat, the screens were nice sized, there was plenty of power outlets and just a clean seat. I would recommend this airline to families - It is the perfect seat for kids as it has nice space with large blankets and big headphones.",Premium Economy,Boeing 777-200ER,2x4x2,June 2018,Family Leisure,1.0,1.0,0.8,0.6,1.0,True,british-airways,British Airways,0.6,0.6,,,,,
0.0,0.2,"""better legroom than the 787""",2018-05-14,United States,"We flew from London to Prague on this aircraft after flying from Washington on a Boeing 787. Oddly enough, the A320 seemed to have better legroom than the 787. The A320 may have the newer ""slimline"" seats - I don't know how to tell exactly, but the looked thinner. I do know that they were extremely uncomfortable. The two hour flight was about all I could handle.",Economy Class,A320,3x3,May 2018,Couple Leisure,0.6,0.6,0.6,0.6,0.6,no,british-airways,British Airways,,,,,,,
0.0,0.3,"""very close to seats in front""",2018-05-13,United States,"The seats were not terribly uncomfortable for economy, but while BA claims 31"" of legroom it seemed like less than that. I am 5'6"" and my wife is 5' 2"" and we were very close to the seats in front of us. The gentleman next to my wife was not more than average height and his knees were pressed up against the seat in front of him. The seats were also very narrow. I honestly didn't even attempt to doze there was no point.",Economy Class,Boeing 787,3x3x3,May 2018,Couple Leisure,0.4,0.4,0.4,0.4,0.4,no,british-airways,British Airways,0.6,,,,,,
0.0,0.3,"""Very old cabin and seat""",2018-05-02,United Kingdom,"Very old cabin and seat. Seat recline was very limited and foot rest was very flimsy. The control for the in flight entertainment is in the side of the seat so you regularly brush it just sitting in the seat which can turn the entertainment off or pause the video. The screen for the entertainment was amongst the smallest i have seen and much smaller than economy class on other aircraft types. The entertainment kept skipping and had to be reset just after take off which meant no entertainment access for 30 mins. The leg room pitch was pretty good. A lot of the blinds were broken in some way so a lot of light poured into the cabin and as this was an overnight 10 hr flight that was not idea. They need to refurbish these old 747s desperately. The seat power point in word traveller plus is the old empower connection. No one uses this connection type anymore. it needs to be changed. It's like having a car with a CD player. Would have been state of the art, 20 years ago. Will not be flying this aircraft type with BA again.",Premium Economy,Boeing 747-400,2x4x2,April 2018,Couple Leisure,0.8,0.2,0.4,0.6,0.4,no,british-airways,British Airways,0.2,0.2,,,,,
0.0,0.2,"""seat space (pitch and width) awful""",2018-03-11,United Kingdom,"My wife and I flew economy on British Airways long-haul, Heathrow to Miami return. We will never use BA for long-haul economy flights again or recommend others to do so. Although cabin staff were excellent, seat space (pitch and width) were awful, so much so that we dreaded the return flight (outbound, Airbus 380, February 18; inbound Boeing 747, March 18). Each of us is below average UK height so we hesitate to think about the likely discomfort for other passengers. When the seat in front was reclined, getting access to the aisle from a non-aisle seat (e.g. to use a toilet) needed contortions worthy of a circus performer on each flight.The seat reclining mechanism on my return flight was broken and added to my own already-cramped discomfort. Experience not to be repeated. Flights did depart and arrive on schedule",Economy Class,A380 / Boeing 747,3-4-3,March 2018,Couple Leisure,0.2,0.2,0.2,0.2,0.4,no,british-airways,British Airways,0.6,0.6,,,,,
0.0,0.1,"""There was no leg rest""",2018-03-05,Singapore,There was no leg rest on my premium economy flight back from Heathrow to Singapore which makes resting on a long flight difficult. There was only a footer rest which is certainly not enough. The button for the seat adjustment/recliner was extremely hard to press. The other passenger seated beside me also made the same comment on the difficulty to get the seat to recline or be pushed back up due to the tightness of the button for the seat adjustment.,Premium Economy,A380,2x3x2,March 2018,Business,0.4,0.2,0.2,0.4,0.2,no,british-airways,British Airways,0.4,,,,,,
1.0,0.9,"""more comfortable than Jet Airways""",2018-02-25,United Kingdom,The one aspect of the flight I was not looking forward to was seat comfort. Perhaps it is my age (> than 60) but I have always had to use my pillow to pad my seat cushion on Jet's aircraft: cost-cutting by stealth? BA was a revelation.  BA's World Traveller seat in an elderly Boeing 777 was infinitely more comfortable than Jet Airways Boeing 777. Well done!,Economy Class,Boeing 777,3x4x3,December 2017,Solo Leisure,0.8,0.8,0.8,0.6,0.6,True,british-airways,British Airways,0.8,,,,,,
1.0,0.3,"""aircraft was filthy""",2018-01-17,United Kingdom,Very old Boeing 777 with worn out seats and an inflight entertainment system from a bygone era - where you can see the lines across the screen. Compared to Premium on a 380 etc - this is a bad joke. Business class seemed to have been updated - but nothing else. Cannot understand how a company can take the same money for 2 vastly different experiences. Repairs had been made with duct tape. The aircraft was filthy - as soon as you looked anywhere behind the facade.,Premium Economy,Boeing 777,2x4x2,December 2017,Business,0.8,0.6,0.6,0.6,0.2,True,british-airways,British Airways,0.2,0.2,,,,,
0.0,0.1,"""headrest had fallen down""",2017-12-17,United Kingdom,"On my trip from Gatwick to Kingston, in July 2017 the staff were nice but my problem was the seat. As I got into my seat, the headrest had fallen down and so had the rest of them on my row, and the flight attendants couldn't do anything about it. They couldn't fix it so I had to fly with a sore neck and a beam sticking into my spine. They claim there were no available spaces for an upgrade but as I went through the cabin the aircraft seemed about 72% full.",Economy Class,Boeing 777-200,3x3x3,July 2017,Family Leisure,0.6,0.6,0.6,0.6,0.2,no,british-airways,British Airways,0.2,,,,,,
0.0,0.1,"""I really will now avoid BA""",2017-12-16,United Kingdom,"I’m a previous top tier frequent flyer with BA now currently blue. Flew to Iceland with wife and daughter. As we made our way onto the plane (from near the front of the general boarding queue), my perfectly average not heavy not oversized bag (we also had checked baggage) was taken from me to be put in the hold. I don’t know why they selected me as they then allowed practically the rest of the plane to board with their bags. I didn’t have luggage locks - my wife had them and she had boarded in front of me - and when i got on board my wife became upset because her jacket with her wallet had been in my bag because we couldn’t carry everything. She told a surly stewardess with dark hair who couldn’t have cared less. My wife questioned why my bag was taken when people with more luggage than us we being let on and the plane wasn’t completely full and she just said they’re wasn’t enough locker space. Why penalise those who arrive early at the check in then?? We’ve had stuff stolen from hand luggage placed in the BA hold before - which we mentioned to zero interest from the staff. The surly woman then proceeded to bang into my wife throughout the flight as she marched her M&S laden trolley up and down, touting the expansive tat you can buy for much less on the ground. The payment system now means those on the aisle are stuck with someone’s rear end in their faces for much longer as purchases are made, plus trolleys left in the aisle while something is heated up in the galley and trotted back out. The bags that were placed in the hold appeared very last at the baggage claim, adding to our stress. Luckily the wallet was untouched. We fly business as a family numerous times to Australia each year and we never choose BA because of the generally rubbish service on short haul flights. I'd rather spend the big bucks where I can be guaranteed good service (Singapore etc). I really will now avoid BA and try some of the other carriers as there are too many poorly trained rude people working for BA.",Economy Class,A320,3x3,December 2017,Family Leisure,0.2,0.2,0.2,0.2,0.2,no,british-airways,British Airways,,,,,,,
0.0,0.2,"""don't waste your money""",2017-12-15,United Kingdom,"Good point, plenty of leg room. Entertainment dated screen not clear and flickering. No choice of meal on flight. If you are going to pay extra to pick your seat don't sit at the back of the cabin they will run out of food & you will get something that looks & tastes like a microwave re-heat with no apology or alternative. In a word don't waste your money by flying BA.",Premium Economy,Boeing 777,2x4x2,December 2017,Couple Leisure,1.0,0.8,0.8,0.8,0.2,no,british-airways,British Airways,0.2,0.2,,,,,
0.0,0.1,"""Very restricted legroom""",2017-12-13,United Kingdom,"Very restricted legroom in row 28 on the A320. Possibly the smallest amount of leg room I've experienced, certainly worse than all of BA's class rivals (low cost airlines) such as EasyJet or Flybe. In economy there is no service on board as such, just the option to buy overpriced M&S sandwiches. Will be doing my best to fly with other carriers going forward. No frills airline with premium prices.",Economy Class,A320,3x3,December 2017,Couple Leisure,0.2,0.2,0.6,0.6,0.2,no,british-airways,British Airways,,,,,,,
0.0,1.0,"""comfy, clean and spacious""",2017-11-29,Cyprus,"An A320 from Gatwick to Paphos. Fantastic, left early, service both friendly, professional and efficient. All leather seats, aircraft 15 years old but appeared new. Seats comfy, clean and spacious, more than good enough for the 4.45 hr flight. Was cheaper than all the budget carriers, more comfy,  good recline, good table all topped with impeccable BA service.",Economy Class,A320,3x3,November 2017,Business,1.0,1.0,1.0,1.0,0.6,True,british-airways,British Airways,,,,,,,
1.0,0.7,"""Overall it's pretty good""",2017-11-14,Hong Kong,"Hong Kong to London in A380. I flew in economy class which the seat is located in 22A. The seat is comfortable but you must have a pillow or else it will be a terrible flight. I'm 170 cm tall so the legroom and the seat is wide enough for me. For me, the seat recline isn't enough for a long haul flight unless you don't sleep. One thing to complain is that the usb port is a nightmare. Every time I plug my phone in it just keep stop charging, it annoyed my for the entire flight. Overall it's pretty good and I look forward for the next flight.",Economy Class,A380,3x4x3,August 2017,Solo Leisure,0.8,0.6,0.8,0.8,0.8,True,british-airways,British Airways,0.6,0.4,,,,,
0.0,0.4,"""seat width was really cramped""",2017-10-21,United Kingdom,For a 12 hour flight the Boeing 747-400 seat width was really cramped and the sides of the seat pressed into your ribs. Thankfully I am not a large/tall person and had none sitting by me or I would have felt even more claustrophobic! Entertainment/tv screen is old fashioned and of very poor quality and lack of choice of new films/tv etc. Not cheap flights and better airlines / aircraft for cheaper prices out there!,Economy Class,Boeing 747-400,3x4x3,October 2017,Couple Leisure,0.6,0.4,0.2,0.4,0.2,no,british-airways,British Airways,0.2,,,,,,
0.0,0.3,"""TV screen view is blocked""",2017-10-09,United Kingdom,"I had seat 17A on this Boeing 767-300, and from this seat you have no window view apart from the wing. The TV screen view is blocked by the movable screen between business and economy class. The seat was comfortable and the pitch reasonable for a long short haul flight (4hrs 30mins). It is not possible to use the table when the person in front of you reclines his seat fully.",Economy Class,Boeing 767-300,2x3x2,October 2017,Couple Leisure,0.4,0.6,0.6,1.0,0.4,True,british-airways,British Airways,0.2,,,,,,
2.0,0.6,"""the seat is very hard""",2017-09-17,Hong Kong,"The premium economy cabin looks nice and pretty sleek. The space for the legs is very good. The issue is that the seat is very hard and not extremely comfortable to spend a 12 hours night flight. Not as uncomfortable as the shell type premium economy seats, but certainly less pleasant than the more cushioned ones, like Cathay Pacific. The recline is good, not the best in the industry. Entertainment has discreet selection of movies but the touchscreen is pretty slow in response. Great recharging for laptops and smart devices.",Premium Economy,A380,2x3X2,September 2017,Solo Leisure,1.0,0.6,0.8,0.6,1.0,no,british-airways,British Airways,0.6,1.0,,,,,
2.0,0.3,"""I feel conned""",2017-09-06,United Kingdom,"Pluses and minuses of paying $63 for this seat. On the major plus side, it's an exit row on a long-haul jet so there's essentially unlimited legroom, plus zero danger of someone in front reclining so far their head's in your lap. It's both exit row and an aisle, so you have almost all the space in the world - until you realise you've paid $63 for zero in-seat storage and zero notification from BA of this fact. There's no seat pocket, no nothing. After the couple sharing an OHL with me insisted their bag be placed on top (because mine looked ""heavy""?) I -- being only 5'2""ft tall and therefore unable to access overhead bags without assistance felt obliged to keep my phone, portable charger, headphone, boarding pass, passport and landing card all in my seat with me on a 12 hour flight. Was it better than any other seat in WT? Maybe. Was it worth $63? No. I feel conned.",Economy Class,Boeing 777-200ER,3x3x3,August 2017,Business,1.0,0.4,0.2,0.8,0.2,no,british-airways,British Airways,0.2,,,,,,
0.0,0.3,"""severely restricted leg room """,2017-07-29,Germany,"Avoid the A380 upper deck economy class outboard seats (a,b or j,k), as these have severely restricted leg room due to electronic boxes on the floor. It is not possible to sit naturally; one must sit with legs at an angle and with your feet together and the space does not permit any items to be placed at your feet. In addition, the overhead bins are undersized and will not accommodate even an approved carry on. The window is also extra small and difficult to see out of. (The window passenger does get an extra storage space along the wall). The entertainment screen is quite small. Finally, the galley serving other classes on the upper deck is located directly behind the small economy section and the food preparation smells are oppressive. On the other hand, the middle bank of 4 seats upstairs is a good option, as seats there have good foot room and the cabin is more intimate than seating on the main lower deck.",Economy Class,A380,2x4x2,July 2017,Couple Leisure,0.2,0.4,0.4,0.6,0.4,no,british-airways,British Airways,0.2,,,,,,
0.0,0.3,"""very poor experience""",2017-07-23,Singapore,"Our London to Singapore trip started off with both our seats apart in different rows (hard to believe that a ticket booked together under the same family name would be assigned as such but realised onboard that other passengers had similar issues). Aircraft cleanliness was below standard. The menu card given was not meant for the sector (was meant for the next leg of journey Singapore to Sydney). Therefore food of choice was not available and no apology rendered. No headsets nor blanket provided on seat and subsequent to request to the crew, none was delivered. The food served was below standards. Request for a second bottle of water was met with a curt - finish this one and we will refill. Request for coffee in the morning before landing was never delivered. Overall a very poor experience. On our Singapore to London journey we paid an upgraded to business, however the experience was same on all counts.",Premium Economy,Boeing 747,2x4x2,July 2017,Couple Leisure,0.6,0.4,0.6,0.6,0.4,no,british-airways,British Airways,0.6,,,,,,
1.0,0.6,"""preferred the old seats""",2017-06-18,South Africa,"I flew on one of the newest A380's, and got the upgraded premium economy cabin. The seats felt quite hard, and became really uncomfortable after a few hours. The seat pitch is just OK for someone like me who is 184 and just had knee surgery. I preferred the old seats for comfort. The IFE was of great quality, and plenty of movies to chose from. The noise cancelling headphones are good for premium economy. But there is a very bad design flaw with the seats: they cannot be brought back to the upright position without the help of a flight attendant pushing the back up. Also, it is almost impossible for the person sitting in a middle seat to get up during the night. Last but not least, there are no dedicated washrooms for premium economy - actually only a total of 4 for all the upper deck economy and premium economy passengers (and always as usual on BA, one of them is reserved for the crew)",Premium Economy,A380,2x3x2,June 2017,Business,0.8,0.8,0.6,0.8,0.6,no,british-airways,British Airways,1.0,1.0,,,,,
0.0,0.1,"""seats were the most uncomfortable""",2017-06-04,United Kingdom,After a faultless flight with BA in a 777 travelling World Traveller Plus (Premium Economy)  at the start of our holiday we were aggrieved to find that the Boeing 747-400 allocated for the return journey was an aircraft clearly at the end of a long service and one that did not meet the demands of a modern airline competing for customers. The aircraft was dirty with a thick layer of dust between the window seat and the cabin wall. There were cup ring marks on the arms and the seats were the most uncomfortable I think I have sat on for a long flight of nearly 9 hours in any class including economy. The cushion area was devoid of any 'cushioning' and the seats were worn and old looking. The TV had a screen not much bigger than my mobile and the quality was so poor I decided that I would use my phone and listen to the music for the entire trip home. This is the first time I have ever felt that I could not tolerate the poor screen quality. I had to wear my glasses just to try and follow the on screen commands. The only positive was that the earphones provided worked well on my phone and the noise cancelling removed most of the inflight noise. At a time when BA seem to be moving away from their prestige airline image that has been their selling point for many years I really can not understand why customers travelling long distances should have to be transported in such awful planes. My only serious satisfaction is that I did not accept the offer to upgrade to business. First of all the price offered was too much and secondly when I checked out the business class it did not look in anyway inviting. As stated this review is for the 747-400 used on the return Seattle to LHR and this is a seat/aircraft type review and my comments are honest and accurate.,Premium Economy,Boeing 747-400,2x4x2,May 2017,Couple Leisure,0.4,0.4,0.2,0.4,0.2,no,british-airways,British Airways,0.2,0.2,,,,,
0.0,0.7,"""Legroom was ok for me""",2017-05-02,United Kingdom,"Sat in 35J and 35K from London to Beijing and also Hong Kong to London Heathrow.  This is a 2 seat row, starboard side, at the end of the forward section of economy. Seat folded back and the entertainment box in 35K was no problem. Quiet area and toilet behind was not a problem. Seat rather narrow but was able to catch 5 hrs sleep using neck pillow. Legroom was ok for me, 1.85m height. Best seats in economy -better than paying twice the price for Premium Economy. Food and service average for BA these days. Entertainment system worked well.",Economy Class,Boeing 777,3x4x3,May 2017,Couple Leisure,0.6,0.8,0.4,0.8,0.8,True,british-airways,British Airways,0.8,0.8,,,,,
2.0,0.9,"""good seat depth and padding""",2017-04-27,United Kingdom,"I really like this aircraft. Great travel experience. Could not get seats in Premium Economy - but the upper deck seat we had were excellent. Comfortable, good seat depth and padding - wide enough, nice headrest not bad for a standard economy seat. Window seat has a really useful storage bin. Great experience.",Economy Class,A380-800,2x4x2,April 2017,Couple Leisure,1.0,0.8,0.8,1.0,1.0,True,british-airways,British Airways,1.0,,,,,,
0.0,0.2,"""last time I will ever fly BA""",2017-04-27,United Kingdom,"I flew from Gatwick direct to Tampa on 14th April, and returned from JFK in New York on 22nd April. Both flights were Economy class on Boeing 777/200 with 3x3x3. One person sat in front of me had a broken seat, and it kept reclining beyond anything I have ever seen before, he was virtually sat on my knee, The stewardess said, ""I'll have to fix that"", like she could have done, and left it at that. It was embarrassing for the person in the seat as well as annoying for me. I was able to move a family member to an empty seat, and then vacate that situation. However, when the person sat in front of my new seat fully reclined his chair, I was also hemmed in so much it was nearly impossible to get up to go to the toilet. The same thing happened to me on the return flight. How can a fully reclined seat leave you unable to get up to go to the toilet without pushing the person in front and waking them up. This is not acceptable, the TV screen was about one foot from my face and as someone who suffers claustrophobia, it was an horrendous flight. I have never had this on any other airline and I fly several times a year. This is the first and last time I will ever fly BA.",Economy Class,Boeing 777 200,3x3x3,April 2017,Couple Leisure,0.2,0.2,0.4,0.6,0.4,no,british-airways,British Airways,0.4,,,,,,
1.0,0.2,"""old and dirty aircraft""",2017-03-01,Cyprus,British Airways seems to always have old and dirty aircraft these days. The seats are uncomfortable and cramped. Legroom is poor and seat width constricting. Perhaps it is all made to feel worse by the surly cabin crew and all round penny pinching approach of BA these days,Economy Class,Boeing 767,2x3x2,February 2017,Business,0.4,0.4,0.2,0.4,0.4,no,british-airways,British Airways,0.4,0.2,,,,,
0.0,0.2,"""a very uncomfortable flight""",2017-02-15,United Kingdom,Advanced booked and paid for the first row of 2 seats at rear for my wife and I. Whilst aircraft was very clean we had a very uncomfortable flight from San Diego to LHR as the seats were narrower than any I have experienced. You were seriously cramped - heaven knows how a large person would even fit in. This comment was also made by others on the flight. On the subsequent short haul flight LHR to EDI the width of the seats were greater than that of the long haul one. Makes no sense. Used Iberia on outward flight from Madrid to San Jose with some trepidation but found their seats wider and much more comfortable,Economy Class,Boeing 747-400,3x4x3,February 2017,Couple Leisure,0.4,0.6,0.2,0.6,0.6,no,british-airways,British Airways,0.6,,,,,,
0.0,0.1,"""Dirty, outdated, unclean""",2017-01-23,United Kingdom,"British Airways Premium Economy on Boeing 747-400. Dirty, outdated audio visual possibly the worst ever, the seating was in a terrible condition, trims broken The audio visual did not work and my iPhone had a bigger screen. The surrounding area was unclean and the staff accepted the facts but just did not care. The worst ever flown would suggest to give British Airways a wide berth on this route, ditto South Africa where similar issues encountered.",Premium Economy,Boeing 747-400,2x4x2,August 2016,Business,0.4,0.2,0.2,0.2,0.2,no,british-airways,British Airways,0.2,0.2,,,,,
0.0,0.6,"""boxes under your seat""",2017-01-08,Hong Kong,The British Airways A380 Upper deck window economy class seat have two boxes on each side under your seat in front of you which may block your leg and make you very uncomfortable. It may also make the area for store bags and laptop smaller. But the aisle seat next to the window seat got bigger area of underseat storage.,Economy Class,A380-800,2x4x2,January 2017,Solo Leisure,0.4,0.6,0.6,0.6,0.4,no,british-airways,British Airways,0.6,0.6,,,,,
1.0,0.7,"""ample legroom given the pitch""",2016-12-29,Australia,"Although the British Airways premium economy product is generally mediocre, their seats are surprisingly comfortable. While many premium economy seats are wider at 19+ inches with around 38 inch pitch and 8-9 inch recline, BA premium economy are narrower at 18.5"" (similar to the width of a Singapore Airlines economy). Nevertheless, there is enough space for the elbows, and ample legroom given the pitch. Although, if you are sitting at the aisle, there is an odd-looking entertainment box between the two seats in front of you and railings directly under your feet - which could make the placement of your legs somewhat tricky. The padding is comfortable, even for long-haul flights but there is no leg rest (again contrasts some competitors). AVOD is responsive and has a good selection. Screens are 10.6"" wide, somewhat too small in the upright position - unless the passenger in front of you is in full-recline, in which case the screen will be on your lap and you can forget about eating, using laptop, or doing any useful activity.",Premium Economy,Boeing 777-300ER,2x4x2,November 2016,Business,0.8,1.0,0.6,0.8,0.6,True,british-airways,British Airways,0.6,1.0,,,,,
1.0,0.8,"""Width of seat was okay""",2016-12-21,United Kingdom,"Premium Economy on British Airways Boeing 777. We sat in front of a bulkhead, which was very spacious. The seat recliner went further back than expected, although I'd have liked the leg rest to have raised a little bit more. Width of seat was okay, and the entertainment buttons were easy to get at. The seat cushion were comfortable and a pillow was provided.",Premium Economy,Boeing 777,2x4x2,December 2016,Family Leisure,1.0,1.0,1.0,0.8,0.6,True,british-airways,British Airways,0.8,1.0,,,,,
1.0,0.4,"""777-300 can be cramped""",2016-12-07,Australia,The Boeing 777-300 can be cramped with a 3x3x3 layout and will be worse with the new 3x4x3 layout in the future. The biggest issue is the lack of space under the seat in front of you due to the in-flight entertainment (IFE) boxes. I was in seat 31A and the box took up three quarters of the space. It was so wide I could rest my feet on it. I was lucky the middle seat was empty so I could put my bag under that seat and if I sat on the angle could stretch my feet out under the middle seat.,Economy Class,Boeing 777-300,3*3*3,December 2016,Business,0.2,0.8,0.8,0.6,0.4,no,british-airways,British Airways,0.6,0.6,,,,,
0.0,0.1,"""insufficient legroom""",2016-12-01,Denmark,"I'm a good bit over average height as many Scandinavians are. Therefore it seems completely out in the blue that BA uses a seat configuration on their London Heathrow to/from Copenhagen service, with insufficient legroom if you above say 185cm of height. It seems as BA has crammed more seat rows into the cabin than other airlines. Which also has the result of insufficient overhead space for hand luggage which are then placed under seats and elsewhere. The results are a good percentage of disappointed passengers which will avoid BA in the future due to lack of the most simple comfort.",Economy Class,A319,3x3,November 2016,Solo Leisure,0.2,0.2,0.4,0.2,0.2,no,british-airways,British Airways,,,,,,,
0.0,1.0,"""spacious and comfortable""",2016-10-18,United Kingdom,"Sat in row 7A very comfortable slimline seat, clean modern and airy interior. I found for a 2 hour flight the seat pitch was perfect and not having somebody occupying the middle seat made it feel more spacious. Return flight was row 14F, again spacious and comfortable.",Economy Class,A320,3X3,October 2016,Solo Leisure,1.0,1.0,1.0,1.0,0.8,True,british-airways,British Airways,,,,,,,
0.0,0.1,"""worst flying experience""",2016-10-02,United States,"This was the worst flying experience we had and the worst airline I have ever flown with.  After I paid about $150 for the seats, they were fully blocked - could not bend backward or forward and the middle separator could not be raised. After contacting the BA Customer Relationship I was flatly denied any refund I requested for those terrible seats.",Economy Class,Boeing 747-400,3x4x3,September 2016,Couple Leisure,0.2,0.2,0.2,0.2,0.2,no,british-airways,British Airways,0.4,,,,,,
